min_temp
-83.30729166666667
-82.74742268041237
-79.93258426966293
-79.30872483221476
-77.16091954022988
-75.29931972789116
-74.45180722891567
-72.28169014084507
-71.98550724637681
-71.98214285714286
-69.17164179104478
-68.38297872340425
